AC091564.2	chr11	6604420	-1.50850315135135	-0.8005531621621624	-1.26025897297297
OR52S1P	chr11	5077066	-14.77630615135135	-14.4959494162162	-13.730957972973
OR51B3P	chr11	5315684	-14.88325615135135	-14.289885135135151	-13.6405286486486
OR2AG2	chr11	6769055	-9.896071151351329	-14.729265999999999	-14.0166214864865
OR2AG1	chr11	6785017	-14.71200615135135	-14.307186944594601	-13.8085975675676
DCHS1	chr11	6655809	-3.062706151351355	1.033950113243242	-0.882921486486487
OR51G1	chr11	4924339	-14.770406151351349	-14.70942559864865	-14.1758975675676
MRPL17	chr11	6683316	2.392183848648645	1.86420219054054	1.45980243243243
OR52V1P	chr11	5528174	-2.4465811513513502	-2.11564008108108	-2.84683797297297
OR52A1	chr11	5152369	-7.33416115135135	-9.62411938108108	-9.36716148648649
OR52A4P	chr11	5124513	-5.52699115135135	-6.525079063513515	-5.97868797297297
OR52A5	chr11	5138356	-14.792306151351351	-14.40112732324325	-13.9324286486486
OR52I2	chr11	4586791	-14.93855615135135	-14.409319534054049	-14.1565975675676
OR52I1	chr11	4593750	-9.648211151351354	-9.310884416216215	-3.67543797297297
OR52N5	chr11	5778667	-14.52975615135135	-14.53108513513515	-13.791757972973
HBE1	chr11	5269945	4.13033384864865	-3.5476845340540546	-6.59163864864865
OR51A8P	chr11	4832133	-9.702021151351355	-9.072809534054056	-8.85697797297297
OR52M2P	chr11	4515924	-14.58165615135135	-14.47972732324325	-13.7371975675676
OR6A2	chr11	6795897	-3.12314115135135	-14.68683548243245	-14.2068214864865
OR52Y1P	chr11	4795284	-13.94700615135135	-14.115494063513498	-13.873257972973
RHOG	chr11	3830651	3.12963884864865	2.53837093648649	4.08338202702703
KRT18P58	chr11	5994995	-9.649581151351331	-14.9239893810811	-14.004257972973
LINC02749	chr11	4179675	-2.176111151351355	-8.198970234054059	-12.9538286486486
RPS29P20	chr11	4018948	-12.15100615135135	-6.358623509459465	-0.885074978918919
CNGA4	chr11	6239089	-3.3899461513513547	-2.67947488675676	-3.05165756756757
TRIM3	chr11	6458340	-0.14530560135135126	1.22881561891892	1.64311243243243
TRIM5	chr11	5685043	3.152383848648645	2.022465266216215	2.15071243243243
TRIM6	chr11	5603313	0.629734348648649	-4.126710234054055	-1.68097148648649
OR51F1	chr11	4769938	-9.63132115135135	-9.18462488675676	-8.85776864864865
CAVIN3	chr11	6320532	-1.7644891513513525	-6.393419416216215	0.153567351351351
OR51F2	chr11	4821321	-14.87840615135135	-14.6456926445946	-14.3176286486486
OR56B3P	chr11	6128610	-14.867806151351349	-13.9235940635135	-3.67960756756757
TUB-AS1	chr11	8060038	-9.407366151351354	-9.074039416216216	-8.76399756756757
OR52W1	chr11	6199146	-14.68870615135135	-14.419139381081099	-3.77129864864865
ILK	chr11	6604272	3.390993848648645	2.357374248378375	3.89558135135135
APBB1	chr11	6419111	-0.4843003513513515	3.774000936486485	-0.0853346675675675
TAF10	chr11	6612177	3.41831384864865	3.4841842483783747	4.08040851351351
SMPD1	chr11	6393518	1.311018848648645	2.519676837837835	1.68003135135135
OR56A7P	chr11	6046747	-14.35295615135135	-14.1881369445946	-3.60247864864865
OR56A5	chr11	5968290	-9.62115615135135	-9.261424534054054	-8.33281864864865
OR52B1P	chr11	6152549	-9.70643615135137	-14.3812997635135	-3.62244797297297
AC010930.1;OR52K2	chr11	4432277	-10.10385115135135	-10.044014416216214	-9.45960797297297
OR51B8P	chr11	5331360	-14.42820615135135	-13.8767426445946	-13.5028975675676
RIC3-DT	chr11	8169167	-11.31898615135137	-15.855805751621599	-15.958057972973
OR52N4	chr11	5754693	-4.345746151351355	-0.30741425405405454	-4.58355597891892
OR52Z1	chr11	5178664	-14.67285615135135	-14.3527947337838	-13.8564286486486
OR52N2	chr11	5820314	-9.59754115135137	-14.12858548243245	-13.6521286486486
OR52N1	chr11	5788816	-14.77980615135135	-14.1637869445946	-14.008257972973
OR51P1P	chr11	5015138	-14.78655615135135	-14.4301518527027	-14.008157972973
OR52U1P	chr11	5719290	-3.2026811513513502	-0.745618234054054	-2.80193756756757
OR51V1	chr11	5200700	-2.819841151351355	-14.446049416216201	-14.2489214864865
OR56A4	chr11	6003194	-14.77285615135135	-14.512677323243249	-14.2837975675676
DNHD1	chr11	6568705	1.359993848648645	2.1578518378378346	1.29821135135135
HNRNPA1P53	chr11	5572192	-2.509651151351355	-1.8653669445945948	-2.74363864864865
AC015689.1	chr11	4212091	-15.41105615135135	-15.19497488675675	-14.7918159789189
OR51E1	chr11	4643420	-7.69076115135135	-9.470576944594594	-8.78843797297297
OR51E2	chr11	4697854	-9.585736151351355	-9.427006944594595	-8.86770864864865
TRIM68	chr11	4608138	0.8843338486486461	1.223404765945945	0.161703513513513
OR10AB1P	chr11	7728400	-14.88270615135135	-4.15509488675676	-13.9310975675676
OR51M1	chr11	5389377	-14.35070615135135	-14.42491780945945	-13.8908975675676
GVINP1	chr11	6721880	-1.7020311513513549	3.8461427081081103	1.55149243243243
GVINP2	chr11	6748131	-10.36181115135137	-4.299480135135135	-14.7579214864865
TRIM34	chr11	5634838	-0.49656165135135155	1.643047676756755	2.33694135135135
OR51N1P	chr11	4786754	-9.58750615135135	-9.25852906351351	-8.81009148648649
OR51A6P	chr11	4890596	-14.835756151351351	-14.4328518527027	-14.1681214864865
NLRP14	chr11	7020446	-3.7175461513513497	-4.308602724594595	-15.4148286486486
HBBP1	chr11	5243537	4.542933848648644	-8.30900988675676	-7.84251797297297
LMO1	chr11	8263858	-5.640606151351355	-6.61041938108108	-5.93391756756757
RNA5SP329	chr11	6016996	-11.105906151351348	-10.97197488675675	-10.4278286486486
OR5P4P	chr11	7745990	-14.31090615135135	-14.299135135135149	-13.5943214864865
OR52E3P	chr11	5092676	-14.79000615135135	-14.4694494162162	-13.9189975675676
AC025016.1;OR56A3;TRIM5	chr11	4122109	-14.52570615135135	-13.6989893810811	-13.6265214864865
OR56A3	chr11	5947347	-14.60785615135135	-14.4961369445946	-13.5549975675676
TUB	chr11	8081362	-6.99944615135135	-4.29663548243243	-7.96020756756757
NLRP10	chrCHR_HSCHR11_1_CTG5	7976059	-4.310266151351355	-9.17092488675676	-8.70429756756757
STIM1	chr11	3855703	2.7189588486486453	3.234397355405405	2.94126243243243
OR52B3P	chr11	4378282	-9.539876151351354	-9.308149416216215	-8.77624797297297
OR10A2	chr11	6869693	-9.311056151351334	-14.6661494162162	-14.0300975675676
OR10A5	chr11	6845652	-9.79697115135135	-9.38320406351351	-8.82380756756757
OR10A4	chr11	6876625	-14.582056151351349	-14.57102488675675	-14.0622159789189
OR51A5P	chr11	4973884	-15.04420615135135	-14.4305440635135	-13.9285214864865
OR10A6	chrCHR_HSCHR11_1_CTG5	7939295	-14.88035615135135	-14.2259177245946	-14.0709975675676
OR51R1P	chr11	4418060	-9.39930115135137	-9.18010988675676	0.226836513513513
OR51D1	chr11	4639715	-14.876856151351351	-14.7352869445946	-14.2126975675676
OR56A1	chr11	6027741	-14.81155615135135	-14.1900872918919	-13.798657972973
OR51S1	chr11	4849238	-14.84280615135135	-14.5985893810811	-14.3063975675676
OR52J1P	chr11	5104153	-9.31882115135135	-9.12084488675676	-8.57419756756757
SSU72P6	chr11	4278705	-12.39270615135135	-13.5782869445946	-13.4392975675676
OR51L1	chr11	4998983	-14.634606151351349	-14.51012978243245	-13.556357972973
RBMXL2	chr11	7088998	-15.53775615135135	-5.325704416216221	-15.0639159789189
OR5P3	chrCHR_HSCHR11_1_CTG5	7825972	-14.48710615135135	-14.69983028108105	-13.9931975675676
RRM1	chr11	4122109	3.8340738486486448	2.269209864864865	1.20531243243243
OR52D1	chr11	5488685	-14.49315615135135	-14.66708028108105	-14.0345975675676
OR56B1	chr11	5736448	-13.76540615135135	-1.50339678108108	-13.5027159789189
OR51C1P	chr11	4697831	-14.46070615135135	-14.425687571621651	-13.7327286486486
OR52L1	chr11	5986985	-14.72960615135135	-14.48967732324325	-13.3770975675676
AC087280.1	chr11	6844666	-3.584021151351355	-4.554691852702705	-13.684857972973
UBQLN3	chr11	5509958	-3.06534115135135	-2.869447644594595	-4.49803756756757
NUP98	chr11	3797792	3.36887384864865	3.544750266216215	3.36822243243243
OR5P1P	chr11	7773814	-9.186611151351356	-8.897581944594595	-8.29406148648649
AC104237.1	chr11	7705288	-13.998906151351349	-13.455245081081099	-13.0907286486486
OLFM5P	chr11	5524955	-2.712076151351355	-1.95031988675676	-3.39148756756757
OR51K1P	chr11	5431602	-8.71456615135137	-2.74678280945946	-14.0606286486486
AC068733.1	chr11	6362812	-10.251756151351351	-10.063442323243251	-9.29806756756757
OR51T1	chr11	4881819	-9.518651151351357	-9.348479782432431	-8.74402797297297
OR52L2P	chr11	6058275	-9.75538615135137	-14.393179782432451	-4.11718148648649
OR10A3	chrCHR_HSCHR11_1_CTG5	7950227	-9.76928115135137	-14.45987316216215	-13.8132286486486
OR52E6	chr11	5841952	-9.600616151351355	-9.42030028108108	-8.79061797297297
ARFIP2	chr11	6481479	2.73470884864865	2.474654248378375	2.18711243243243
HPX	chr11	6441024	-2.529356151351355	-1.4529573527027	-0.699299567567568
OR52E2	chr11	5059627	-14.758956151351349	-14.855744733783801	-13.9019286486486
TPP1	chr11	6619429	3.6864288486486503	1.680360465945945	4.17411202702703
AC027804.1	chr11	7222933	-13.96805615135135	-13.85958028108105	-13.0452286486486
OR52E8	chr11	5857734	-14.82105615135135	-14.46368200567565	-14.1610975675676
AC116456.1	chr11	8039699	-9.03218115135135	-8.92956280945946	-8.22468756756757
MIR302E	chr11	7234766	-10.086381151351336	-9.492474733783784	-9.42464797297297
UBQLNL	chr11	5518431	-2.255351151351355	-1.243203823243245	-2.95428148648649
MMP26	chr11	4988194	-7.53314115135135	-7.165701944594595	-6.58980756756757
OR51G2	chr11	4915692	-15.08290615135135	-14.7932940635135	-14.2074214864865
OR52X1P	chr11	6067786	-14.52990615135135	-14.0986518527027	-14.1357286486486
OR5E1P	chr11	7848700	-9.20942115135135	-8.92136438108108	-8.60011797297297
OR52H2P	chr11	5552563	-2.4579361513513547	-2.25420008108108	-3.56022864864865
OR56B4	chr11	6107684	-14.74320615135135	-14.5497994162162	-13.828157972973
OR52M1	chr11	4545191	-14.81185615135135	-14.5480393810811	-13.6741286486486
OR5P2	chrCHR_HSCHR11_1_CTG5	7796973	-14.930406151351349	-14.74436780945945	-13.7248286486486
OR52T1P	chr11	5567616	-2.09850615135135	-2.5080105986486503	-13.7170214864865
AC022762.1	chr11	6185576	-9.49450115135137	-4.483700751621624	-2.68094756756757
